uuid;name;shortname;synonym-1;description;reference-term-source;reference-term-code;reference-term-relationship;class;datatype;is-set;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Plain Radiography of Zygomatic Arch, Right ;X-Ray of Zygomatic Arch, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Zygomatic Arch, Right ;ICD10 PCS-BD;BN0BZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Zygomatic Arch, Left;X-Ray  of Zygomatic Arch, Left;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Zygomatic Arch, Left;ICD10 PCS-BD;BN0CZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Zygomatic Arch, Bilateral ;X-Ray of Zygomatic Arch, Bilateral ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Zygomatic Arch, Bilateral ;ICD10 PCS-BD;BN0DZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Tooth, Single;X-Ray of Tooth, Single;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Tooth, Single;ICD10 PCS-BD;BN0GZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Tooth,Multiple ;X-Ray of Tooth,Multiple ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Tooth,Multiple ;ICD10 PCS-BD;BN0HZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Teeth, All ;X-Ray  of Teeth, All ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Teeth, All ;ICD10 PCS-BD;BN0JZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Temporomandibular Joint, Right ;X-Ray of Temporomandibular Joint, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Temporomandibular Joint, Right ;ICD10 PCS-BD;BN07ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Temporomandibular Joint, Left ;X-Ray of Temporomandibular Joint, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Temporomandibular Joint, Left ;ICD10 PCS-BD;BN08ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Temporomandibular Joint, Bilateral ;X-Ray of Temporomandibular Joint, Bilateral ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Temporomandibular Joint, Bilateral ;ICD10 PCS-BD;BN09ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Sternoclavicular Joint, Right ;X-Ray of Sternoclavicular Joint, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Sternoclavicular Joint, Right ;ICD10 PCS-BD;BP00ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Sternoclavicular Joint, Left ;X-Ray of Sternoclavicular Joint, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Sternoclavicular Joint, Left ;ICD10 PCS-BD;BP01ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Sternoclavicular Joint, Bilateral ;X-Ray of Sternoclavicular Joint, Bilateral ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Sternoclavicular Joint, Bilateral ;ICD10 PCS-BD;BP02ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Acromioclavicular Joints, Bilateral ;X-Ray of Acromioclavicular Joints, Bilateral ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Acromioclavicular Joints, Bilateral ;ICD10 PCS-BD;BP03ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Clavicle, Right;X-Ray of Clavicle, Right;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Clavicle, Right;ICD10 PCS-BD;BP04ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Clavicle, Left ;X-Ray of Clavicle, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Clavicle, Left ;ICD10 PCS-BD;BP05ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Scapula, Right ;X-Ray of Scapula, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Scapula, Right ;ICD10 PCS-BD;BP06ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Scapula, Left ;X-Ray of Scapula, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Scapula, Left ;ICD10 PCS-BD;BP07ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Humerus, Right ;X-Ray  of Humerus, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Humerus, Right ;ICD10 PCS-BD;BP0AZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Humerus, Left ;X-Ray  of Humerus, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Humerus, Left ;ICD10 PCS-BD;BP0BZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Upper Arm, Right ;X-Ray  of Upper Arm, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Upper Arm, Right ;ICD10 PCS-BD;BP0EZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Upper Arm, Left ;X-Ray  of Upper Arm, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Upper Arm, Left ;ICD10 PCS-BD;BP0FZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Forearm, Right ;X-Ray  of Forearm, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Forearm, Right ;ICD10 PCS-BD;BP0JZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Forearm, Left ;X-Ray  of Forearm, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Forearm, Left ;ICD10 PCS-BD;BP0KZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Hand, Right ;X-Ray  of Hand, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Hand, Right ;ICD10 PCS-BD;BP0NZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Hand, Left ;X-Ray  of Hand, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Hand, Left ;ICD10 PCS-BD;BP0PZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Finger(s), Right ;X-Ray  of Finger(s), Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Finger(s), Right ;ICD10 PCS-BD;BP0RZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Finger(s), Left ;X-Ray  of Finger(s), Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Finger(s), Left ;ICD10 PCS-BD;BP0SZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Ribs, Right ;X-Ray  of Ribs, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Ribs, Right ;ICD10 PCS-BD;BP0YZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Ribs, Left ;X-Ray  of Ribs, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Ribs, Left ;ICD10 PCS-BD;BP0ZZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Shoulder, Right ;X-Ray  of Shoulder, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Shoulder, Right ;ICD10 PCS-BD;BP08ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Shoulder, Left ;X-Ray  of Shoulder, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Shoulder, Left ;ICD10 PCS-BD;BP09ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Hand/Finger Joint, Right ;X-Ray  of Hand/Finger Joint, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Hand/Finger Joint, Right ;ICD10 PCS-BD;BP0CZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Hand/Finger Joint, Left ;X-Ray  of Hand/Finger Joint, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Hand/Finger Joint, Left ;ICD10 PCS-BD;BP0DZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Elbow, Right ;X-Ray  of Elbow, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Elbow, Right ;ICD10 PCS-BD;BP0GZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Elbow, Left ;X-Ray  of Elbow, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Elbow, Left ;ICD10 PCS-BD;BP0HZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Wrist, Right ;X-Ray  of Wrist, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Wrist, Right ;ICD10 PCS-BD;BP0LZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Wrist, Left ;X-Ray  of Wrist, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Wrist, Left ;ICD10 PCS-BD;BP0MZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Hip, Right ;X-Ray  of Hip, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Hip, Right ;ICD10 PCS-BD;BQ00ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Hip,Left ;X-Ray  of Hip,Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Hip,Left ;ICD10 PCS-BD;BQ01ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Femur, Right ;X-Ray  of Femur, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Femur, Right ;ICD10 PCS-BD;BQ03ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Femur, Left ;X-Ray  of Femur, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Femur, Left ;ICD10 PCS-BD;BQ04ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Knee, Right;X-Ray  of Knee, Right;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Knee, Right;ICD10 PCS-BD;BQ07ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Knee, Left;X-Ray  of Knee, Left;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Knee, Left;ICD10 PCS-BD;BQ08ZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Ankle, Right;X-Ray  of Ankle, Right;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Ankle, Right;ICD10 PCS-BD;BQ0GZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Ankle, Left ;X-Ray  of Ankle, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Ankle, Left ;ICD10 PCS-BD;BQ0HZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Lower Leg, Right ;X-Ray  of Lower Leg, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Lower Leg, Right ;ICD10 PCS-BD;BQ0DZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Lower Leg, Left ;X-Ray  of Lower Leg, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Lower Leg, Left ;ICD10 PCS-BD;BQ0FZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Calcaneus, Right ;X-Ray of Calcaneus, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Calcaneus, Right ;ICD10 PCS-BD;BQ0JZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Calcaneus, Left ;X-Ray of Calcaneus, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Calcaneus, Left ;ICD10 PCS-BD;BQ0KZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Foot, Right ;X-Ray of Foot, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Foot, Right ;ICD10 PCS-BD;BQ0LZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Foot, Left ;X-Ray of Foot, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Foot, Left ;ICD10 PCS-BD;BQ0MZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Toe(s), Right ;X-Ray of Toe(s), Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Toe(s), Right ;ICD10 PCS-BD;BQ0PZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Toe(s), Left ;X-Ray of Toe(s), Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Toe(s), Left ;ICD10 PCS-BD;BQ0QZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Patella, Right ;X-Ray of Patella, Right ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Patella, Right ;ICD10 PCS-BD;BQ0VZZZ;SAME-AS;Procedure;N/A;;;;;
;Plain Radiography of Patella, Left ;X-Ray of Patella, Left ;;Plain Radiography:(Planar display of an image developed from the capture of external ionizing radiation on photographic or photoconductive plate) of Patella, Left ;ICD10 PCS-BD;BQ0WZZZ;SAME-AS;Procedure;N/A;;;;;
